"Gene ID",Notes
DDB_G0282351,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 09-FEB-2011 PF","This gene fragment needs to be merged with neighboring gene DDB_G0282281, however a gap in the contigs separates these highly expressed open reading frames."
DDB_G0282357,"The sequences from the Sequencing Center and GenBank record AF019986 are identical."
DDB_G0282359,"The sequences from the Sequencing Center and GenBank record 1713247A are identical."
DDB_G0282361,"There is a 4 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record U61403, resulting in 1 amino acid substitution at position 380."
DDB_G0282363,"The sequences from the Sequencing Center and GenBank record U60168 are identical."
DDB_G0282365,"The sequences from the Sequencing Center and GenBank record AF310885 are identical."
DDB_G0282367,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U68248, however, the sequence from the Sequencing Center has been verified."
DDB_G0282369,"The sequences from the Sequencing Center and GenBank record M23754 are identical."
DDB_G0282371,"The sequences from the Sequencing Center and GenBank record U67939 are identical."
DDB_G0282373,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF481924, resulting in 1 amino acid substitution at position 621."
DDB_G0282375,"Note regarding this sequence: There is a 2 nt difference between the sequence from GenBank record AB030033 and the sequence from the Sequencing Center, resulting in 1 amino acid exchange at position 1993."
DDB_G0282377,"The coding sequence from the Sequencing Center Gene Prediction and the partial genomic sequence in GenBank record AF362374 are identical."
DDB_G0282379,"The sequences from the Sequencing Center and GenBank record AY007804 are identical."
DDB_G0282381,"The sequences from the Sequencing Center and GenBank record AY160092 are identical."
DDB_G0282385,"An artificial gap has been introduced in the curated model to compensate for a frame shift in a string ofT's; as a result, the protein is missing one residue after position 263. 02-MAY-2011 PF"
DDB_G0282403,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 16-DEC-2010 PF"
DDB_G0282443,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-FEB-2011 PF"
DDB_G0282519,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-DEC-2010 RD"
DDB_G0282521,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-MAY-2011 RD"
DDB_G0282527,"EST DDB0166985 seems to have a deletion: it has a gap that does not correspond to intron splice sites. "
DDB_G0282613,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 14-JAN-2011 RD"
DDB_G0282621,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-MAY-2011 RD"
DDB_G0282635,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-APR-2011 PF"
DDB_G0282637,"An artificial gap has been introduced to create the best ORF for this gene; EST ddc51i07 and unpublished sequence (Gareth Bloomfield, private communication) show there are several sequence discrepancies in the mid section of this gene leading to a stop and 5 additional amino acid exchanges. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0282637"">community annotation</a> page.</b> "
DDB_G0282657,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 19-APR-2011 RD"
DDB_G0282705,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 06-APR-2011 RD"
DDB_G0282707,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-DEC-2010 PF"
DDB_G0282719,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 17-JUN-2011 RD"
DDB_G0282759,"This gene contains two artificial gaps: the first 3nt gap deletes a stop codon TAA that AX4 reference sequence shows to be TCA, the second, 1 nucleotide gap deletes an A that is not present in the ESTs and would cause a frame shift. 27-APR-2011 PF"
DDB_G0282773,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-JAN-2011 RD"
DDB_G0282811,"The sequences from the Sequencing Center and GenBank record AB183264 are identical."
DDB_G0282813,"The sequences from the Sequencing Center and GenBank record AF095931 are identical."
DDB_G0282815,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record X94341, however, the sequence from the Sequencing Center has been verified."
DDB_G0282817,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record X98286, however, the sequence from the Sequencing Center has been verified."
DDB_G0282819,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AY283052, however, the sequence from the Sequencing Center has been verified."
DDB_G0282825,"An artificial gap has been introduced in the third exon.  EST data demonstrate the underlying genomic sequence contains an error leading to an in-frame stop."
DDB_G0282827,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-MAY-2011 RD"
DDB_G0282869,"Neither the genomic sequence nor the ESTs contain a continous ORF"
DDB_G0282877,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 20-APR-2011 RD"
DDB_G0282893,"This gene model was previously extended at the 5 prime end and contained 2 transmembrane domains, and the gene has originally been named alyTM2  (<a href=""https://pubmed.ncbi.nlm.nih.gov/32061941"">PMID:32061941</a>); in accordance with authors the gene model has been updated and is supported by sequence similarity.  22-APR-2020 PF"
DDB_G0282905,"This gene model was previously extended at the 5 prime end and contained 1 transmembrane domain, and the gene has originally been named alyTM1 (<a href=""https://pubmed.ncbi.nlm.nih.gov/32061941"">PMID:32061941</a>); in accordance with authors the gene model has been updated and is now fully supported by sequence resources and similarity. 22-APR-2020 PF"
DDB_G0282917,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 29-DEC-2010 PF"
DDB_G0282921,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U66527, however, the sequence from the Sequencing Center has been verified."
DDB_G0282923,"There are 4 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record AF051931, resulting in 3 amino acid substitutions at positions 162, 175 and 182."
DDB_G0282925,"The coding sequence in GenBank record AY159036 is 795 nt shorter on the 5' end than the coding sequence from the Sequencing Center. There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AY159036, however, the sequence from the Sequencing Center has been verified."
DDB_G0282927,"There is a 13 nt difference between the sequence from the Sequencing Center and  the sequence in GenBank record AF362373, resulting in 9 amino acid substitutions at positions 2, 6, 7, 538, 644, 680, 684, 687 and 694."
DDB_G0282929,"The sequences from the Sequencing Center and GenBank record AY191017 are identical."
DDB_G0282957,"An intron exists in the 5'UTR of this gene, which is evident from the ESTs."
DDB_G0282975,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 07-JAN-2011 RD"
